timestamp,fuel_valve,operation_mode,boiler_temp,turbine_rpm
0.0,0.5138801183298278,ECO,25.0,0.0
0.10003334444814939,0.5017241997432332,ECO,39.165130981387726,-0.22414979718244735
0.20006668889629878,0.5141272035627694,ECO,52.54806944999043,1.3201046241807963
0.3001000333444482,0.49250841097188525,ECO,65.13714560900985,2.3028828472859395
0.40013337779259756,0.49647955333814,ECO,76.5279629985332,0.5537251334072943
0.500166722240747,0.5272339713798132,ECO,86.54412548465098,4.1658160860864095
0.6002000666888964,0.5115629458632135,ECO,98.86752174185933,2.6447668318034587
0.7002334111370457,0.4936594780550515,ECO,109.40666038410689,1.7927710214438914
0.8002667555851951,0.49874786311019775,ECO,118.48021019027632,5.905712695102936
0.9003001000333445,0.5358419302097224,ECO,127.2314827076752,10.911831035557308
1.000333444481494,0.5105862280546976,ECO,137.43744176747876,16.001369984911527
1.1003667889296433,0.521732309118824,ECO,146.04055177466122,26.691213255692205
1.2004001333777927,0.5029604187160389,ECO,154.68535414336898,36.35000234224382
1.300433477825942,0.5202934208853939,ECO,162.13907524708185,46.774112296643246
1.4004668222740915,0.5088755820322494,ECO,169.40562974061626,57.073801772723186
1.5005001667222408,0.5281504976189463,ECO,176.14618654513728,68.84051892891397
1.6005335111703902,0.5261560939939967,ECO,182.9569827814454,82.10566279936981
1.7005668556185396,0.5440041475945542,ECO,188.4693642756454,97.9319643283173
1.800600200066689,0.5279367795203616,ECO,195.0112108059012,114.54004461779473
1.9006335445148383,0.5217096958679774,ECO,201.4741563301811,125.13392674872611
2.000666888962988,0.5223023671174305,ECO,207.15291450835477,144.88997364295673
2.1007002334111373,0.5346487475955022,ECO,213.25989119264167,164.2074330265823
2.2007335778592867,0.5354302425078854,ECO,218.1138807618957,181.63489831796727
2.300766922307436,0.5309777990367661,ECO,223.10708809093956,200.86993642017518
2.4008002667555854,0.5528670587303538,ECO,228.31300306742065,223.49731314906165
2.500833611203735,0.5772881281469979,ECO,233.26410152591015,243.8513693605967
2.600866955651884,0.5682958055694314,ECO,238.26230776015885,267.7880124167725
2.7009003001000336,0.5266738516681958,ECO,243.88960523601838,290.5470383362162
2.800933644548183,0.559087057984344,ECO,247.09019316319305,312.2368524073513
2.9009669889963323,0.5452286263195065,ECO,251.2070919468627,336.2695020138884
3.0010003334444817,0.5723546843234218,ECO,255.4368390869921,359.4821740798359
3.101033677892631,0.5384327591362591,ECO,259.54835093131413,382.7409402096565
3.2010670223407804,0.5217066479455489,ECO,263.1415316805833,407.75068147087524
3.30110036678893,0.5461260455830904,ECO,265.8142321886001,432.4540507093554
3.401133711237079,0.5690929017158598,ECO,269.5002417638882,455.9536628442541
3.5011670556852286,0.5600334028368624,ECO,272.62813414567165,478.83025668945766
3.601200400133378,0.5064598279732129,ECO,275.3154076098228,504.15213922298165
3.7012337445815273,0.5580242323532824,ECO,277.2194940894063,530.9550858626346
3.8012670890296767,0.5581755657234797,ECO,280.31223854873025,554.1673248274202
3.901300433477826,0.569830592828499,ECO,282.9674613163204,577.198199611749
4.001333777925976,0.5565791430792568,ECO,285.73377196808167,602.1623144460607
4.101367122374125,0.553251991341665,ECO,288.53281791312594,625.8107191490994
4.201400466822275,0.518972431791133,ECO,291.21496412411705,650.1978628652015
4.301433811270424,0.5933952954271382,ECO,292.2919419683473,677.5808041077564
4.401467155718573,0.5458228260802519,ECO,295.1809308432479,702.468155193578
4.501500500166722,0.5948734652585916,ECO,297.55551196309796,727.5145506598209
4.601533844614872,0.5656521138615688,ECO,300.8309394761871,749.5673332543623
4.701567189063021,0.5430479508037438,ECO,303.008806549164,775.927529881643
