timestamp,fuel_valve,operation_mode,boiler_temp,turbine_rpm
0.0,0.5099342830602247,ECO,25.0,0.0
0.10003334444814939,0.4987352078870522,ECO,38.86119745267465,-2.2020661717672882
0.20006668889629878,0.5159547210456754,ECO,51.62655811135558,-1.7978139134011129
0.3001000333444482,0.5349619287113663,ECO,64.22692025114792,-3.2245068490303077
0.40013337779259756,0.5013185327801687,ECO,77.0113213530105,-2.140062877569042
0.500166722240747,0.5028189796873108,ECO,88.24205183152496,-3.5499802359719554
0.6002000666888964,0.5405859060204308,ECO,98.65453108636427,-4.168535521970309
0.7002334111370457,0.5258500499864538,ECO,109.75999874461141,-7.829106622577008
0.8002667555851951,0.5026113106693616,ECO,120.00673889356479,-8.067016121098522
0.9003001000333445,0.524351142024998,ECO,128.99353220119764,-3.194580414091501
1.000333444481494,0.5057303923393109,ECO,138.2899278353252,0.9303254777929961
1.1003667889296433,0.5071825809484599,ECO,146.20900781211427,10.697252502873326
1.2004001333777927,0.5228344385718597,ECO,154.61633130452557,17.81733083841209
1.300433477825942,0.48122715518909737,ECO,162.61896198515984,29.290759485120507
1.4004668222740915,0.48649148273067966,ECO,168.67290516516235,39.704985434506554
1.5005001667222408,0.5112406429999122,ECO,175.00619649751388,53.416406308915946
1.6005335111703902,0.5037257628482071,ECO,181.5559216632262,64.27974282405013
1.7005668556185396,0.5317627236186779,ECO,186.72298528826929,78.39896634895526
1.800600200066689,0.5088120498002876,ECO,193.51019407752696,92.48315750905455
1.9006335445148383,0.5002205368663023,ECO,198.58929276646714,111.10199832499681
2.000666888962988,0.559272953715267,ECO,204.1336581257485,129.5223418406987
2.1007002334111373,0.5269370702734542,ECO,210.58428901147235,145.29347451980345
2.2007335778592867,0.5342949914855535,ECO,216.2532218177979,164.0981013584601
2.300766922307436,0.5059404706178209,ECO,221.1543011948758,182.52214800940482
2.4008002667555854,0.5250379253436078,ECO,225.30976488723698,205.00307967592897
2.500833611203735,0.5396332783836488,ECO,230.4005361534368,228.50801935516566
